,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
367,385,385,Internacional,2–0,Bahia,Eduardo Tomaz De Aquino Valadão,2,0,"https://fbref.com/en/matches/86cd2068/Internacional-Bahia-April-15-2018-Serie-A"">Match Report",0.45,0.55,0.75,0.83,0.31,0.17,1.0,0.5,16.0,4.0,16.0,606.0,24.0,22.0,18.0,14.0,1.0,7.0,24.0,65.0,18.0,3.0,18.0,718.0,18.0,17.0,14.0,18.0,1.0,9.0,30.0,49.0,2,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4557894736842105,0.5,0.775263157894737,0.7766666666666667,0.34736842105263155,0.3933333333333333,0.7221052631578948,0.7633333333333333,17.57894736842105,23.333333333333332,5.105263157894737,2.0,17.68421052631579,14.0,569.1578947368421,575.3333333333334,17.263157894736842,13.666666666666666,13.421052631578947,11.666666666666666,14.947368421052632,10.333333333333334,28.42105263157895,24.666666666666668,1.368421052631579,1.0,8.421052631578947,8.0,20.94736842105263,20.333333333333332,55.8421052631579,58.333333333333336,,5.0,,4.0,,1.0,1,2,7.0
368,386,386,Corinthians,2–1,Fluminense,Anderson Daronco,2,1,"https://fbref.com/en/matches/dbaca8bd/Corinthians-Fluminense-April-15-2018-Serie-A"">Match Report",0.65,0.35,0.84,0.74,0.18,0.23,0.66,0.0,14.0,6.0,31.0,729.0,19.0,24.0,26.0,16.0,0.0,8.0,26.0,50.0,15.0,2.0,9.0,491.0,15.0,19.0,13.0,29.0,0.0,10.0,29.0,43.0,1,1,0,3,0,0.5625,0.62,0.8418749999999999,0.8733333333333334,0.384375,0.2866666666666667,0.65625,0.6633333333333334,11.75,14.0,5.625,5.666666666666667,21.125,28.333333333333332,710.5625,735.6666666666666,15.6875,13.0,14.1875,13.666666666666666,15.0,14.333333333333334,22.9375,18.0,1.625,0.0,10.5625,10.0,22.375,22.0,48.9375,44.333333333333336,0.4678947368421053,0.47666666666666674,0.7910526315789475,0.86,0.3526315789473684,0.4066666666666667,0.6905263157894737,0.54,16.36842105263158,17.333333333333332,4.473684210526316,8.666666666666666,16.157894736842106,24.0,564.4736842105264,590.6666666666666,14.052631578947368,16.0,14.105263157894736,14.0,13.894736842105264,11.666666666666666,30.526315789473685,35.333333333333336,1.7894736842105263,1.0,10.631578947368421,7.666666666666667,18.31578947368421,18.0,57.8421052631579,39.666666666666664,13.0,4.0,7.0,1.0,1.0,1.0,1,3,8.0
369,387,387,Atl Paranaense,5–1,Chapecoense,Dewson Fernando Freitas da Silva,5,1,"https://fbref.com/en/matches/75606231/Atletico-Paranaense-Chapecoense-April-15-2018-Serie-A"">Match Report",0.7,0.31,0.92,0.76,0.44,0.06,1.0,0.37,10.0,3.0,24.0,851.0,15.0,5.0,20.0,28.0,3.0,9.0,20.0,51.0,16.0,9.0,26.0,426.0,11.0,13.0,17.0,11.0,1.0,9.0,18.0,49.0,4,1,0,3,0,0.5552631578947368,0.4633333333333334,0.8410526315789474,0.82,0.37684210526315787,0.35000000000000003,0.5573684210526316,0.8866666666666667,13.736842105263158,11.666666666666666,6.526315789473684,7.333333333333333,25.05263157894737,22.666666666666668,691.421052631579,593.6666666666666,10.736842105263158,9.333333333333334,12.105263157894736,12.333333333333334,17.05263157894737,14.333333333333334,18.36842105263158,21.0,2.1578947368421053,1.0,7.842105263157895,10.0,26.31578947368421,21.333333333333332,64.73684210526316,70.33333333333333,0.4036842105263158,0.36999999999999994,0.7447368421052631,0.7766666666666667,0.33789473684210525,0.3666666666666667,0.5942105263157895,0.7833333333333333,19.36842105263158,19.333333333333332,5.2105263157894735,4.333333333333333,16.68421052631579,13.333333333333334,512.6842105263158,502.6666666666667,15.473684210526315,16.666666666666668,15.789473684210526,16.666666666666668,13.68421052631579,14.333333333333334,26.68421052631579,36.333333333333336,1.1578947368421053,1.3333333333333333,8.421052631578947,9.666666666666666,21.157894736842106,21.333333333333332,59.78947368421053,55.0,10.0,9.0,6.0,5.0,3.0,3.0,1,6,12.0
370,388,388,São Paulo,1–0,Paraná,Braulio da Silva Machado,1,0,"https://fbref.com/en/matches/23d64031/Sao-Paulo-Parana-April-16-2018-Serie-A"">Match Report",0.51,0.49,0.87,0.84,0.6,0.14,1.0,0.66,20.0,7.0,19.0,668.0,26.0,16.0,15.0,19.0,3.0,5.0,19.0,51.0,15.0,7.0,22.0,647.0,11.0,22.0,6.0,18.0,2.0,7.0,22.0,45.0,1,1,0,3,0,0.533888888888889,0.6433333333333334,0.8305555555555555,0.8566666666666666,0.38888888888888895,0.24666666666666667,0.6561111111111111,0.5533333333333333,14.38888888888889,13.333333333333334,6.388888888888889,8.333333333333334,22.833333333333332,27.0,640.8888888888889,743.3333333333334,15.88888888888889,16.0,13.61111111111111,10.0,14.722222222222221,13.666666666666666,19.61111111111111,13.666666666666666,0.7777777777777778,0.3333333333333333,8.0,7.333333333333333,22.88888888888889,30.0,47.611111111111114,43.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,,1.0,,1,1,14.0
371,389,389,Botafogo (RJ),1–1,Palmeiras,Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/00f51fae/Botafogo-RJ-Palmeiras-April-16-2018-Serie-A"">Match Report",0.46,0.54,0.8,0.82,0.23,0.57,0.75,0.66,8.0,8.0,27.0,628.0,12.0,18.0,17.0,25.0,0.0,3.0,25.0,70.0,23.0,3.0,12.0,678.0,18.0,6.0,24.0,35.0,0.0,7.0,28.0,58.0,0,0,0,1,1,0.49666666666666665,0.5533333333333333,0.7977777777777778,0.8266666666666667,0.39166666666666666,0.31666666666666665,0.5677777777777778,0.42,14.61111111111111,12.666666666666666,4.5,5.666666666666667,23.72222222222222,32.0,621.2222222222222,694.6666666666666,17.666666666666668,15.0,15.833333333333334,17.0,17.22222222222222,23.666666666666668,20.944444444444443,12.333333333333334,1.4444444444444444,1.6666666666666667,7.222222222222222,5.666666666666667,19.444444444444443,21.0,56.888888888888886,55.666666666666664,0.5373684210526315,0.7000000000000001,0.7994736842105263,0.8966666666666666,0.33947368421052626,0.22999999999999998,0.6268421052631579,0.39999999999999997,16.36842105263158,11.333333333333334,4.842105263157895,4.333333333333333,19.157894736842106,29.666666666666668,638.6842105263158,826.3333333333334,16.36842105263158,12.333333333333334,14.157894736842104,9.666666666666666,13.210526315789474,12.333333333333334,22.94736842105263,13.333333333333334,1.4736842105263157,1.6666666666666667,6.631578947368421,5.0,22.789473684210527,20.333333333333332,51.10526315789474,44.666666666666664,4.0,3.0,1.0,0.0,1.0,0.0,2,2,11.0
372,390,390,Bahia,1–0,Santos,Claudio Francisco Lima e Silva,1,0,"https://fbref.com/en/matches/440a1b59/Bahia-Santos-April-21-2018-Serie-A"">Match Report",0.54,0.46,0.84,0.83,0.42,0.29,1.0,0.8,29.0,7.0,38.0,598.0,14.0,8.0,19.0,18.0,2.0,6.0,19.0,51.0,21.0,6.0,24.0,563.0,22.0,14.0,12.0,22.0,5.0,9.0,18.0,45.0,1,1,0,3,0,0.5211764705882352,0.5299999999999999,0.8088235294117647,0.84,0.37764705882352945,0.3,0.6576470588235294,0.7533333333333333,15.0,15.0,6.0588235294117645,6.666666666666667,23.0,27.666666666666668,626.9411764705883,615.3333333333334,17.176470588235293,20.333333333333332,15.352941176470589,15.333333333333334,14.647058823529411,10.333333333333334,18.88235294117647,16.333333333333332,1.7647058823529411,0.6666666666666666,6.294117647058823,3.6666666666666665,19.529411764705884,16.666666666666668,48.411764705882355,41.0,0.50625,0.5266666666666666,0.811875,0.86,0.37124999999999997,0.5266666666666667,0.745,0.66,16.0625,16.333333333333332,5.5,6.0,18.0,18.0,622.8125,666.3333333333334,14.4375,14.666666666666666,11.75,11.0,15.5625,14.0,35.0,25.0,2.0,1.3333333333333333,11.3125,10.333333333333334,21.0,27.0,50.25,55.0,10.0,4.0,4.0,3.0,0.0,3.0,1,1,13.0
373,391,391,Flamengo,2–0,América (MG),Leandro Bizzio Marinho,2,0,"https://fbref.com/en/matches/dbbcb092/Flamengo-America-MG-April-21-2018-Serie-A"">Match Report",0.5,0.51,0.83,0.8,0.36,0.28,1.0,0.6,15.0,6.0,20.0,564.0,15.0,14.0,17.0,40.0,1.0,10.0,14.0,49.0,17.0,12.0,28.0,547.0,17.0,14.0,20.0,10.0,0.0,8.0,34.0,47.0,2,1,0,3,0,0.5661111111111112,0.5266666666666667,0.83,0.8566666666666666,0.35,0.34,0.7377777777777778,0.61,15.166666666666666,17.0,7.0,6.333333333333333,25.88888888888889,28.666666666666668,660.6666666666666,659.3333333333334,18.555555555555557,21.0,14.222222222222221,15.666666666666666,15.11111111111111,13.666666666666666,16.61111111111111,15.0,2.4444444444444446,1.6666666666666667,7.444444444444445,6.0,20.666666666666668,20.333333333333332,50.94444444444444,48.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,6.0,,0.0,,1,2,18.0
374,392,392,Paraná,0–4,Corinthians,Péricles Bassols Pegado Cortez,0,4,"https://fbref.com/en/matches/9981017a/Parana-Corinthians-April-22-2018-Serie-A"">Match Report",0.48,0.52,0.84,0.82,0.35,0.5,0.0,1.0,16.0,5.0,26.0,622.0,21.0,20.0,8.0,11.0,2.0,5.0,28.0,28.0,16.0,2.0,8.0,665.0,28.0,10.0,16.0,28.0,1.0,13.0,14.0,50.0,-4,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5261111111111111,0.47333333333333333,0.8261111111111111,0.81,0.4033333333333333,0.4533333333333333,0.7788888888888889,0.5833333333333334,12.944444444444445,15.0,4.388888888888889,3.3333333333333335,17.5,14.0,617.2777777777778,608.3333333333334,13.777777777777779,13.666666666666666,11.333333333333334,11.0,15.666666666666666,22.666666666666668,26.88888888888889,30.666666666666668,2.1666666666666665,0.3333333333333333,10.277777777777779,9.333333333333334,19.5,19.0,52.94444444444444,56.0,,3.0,,3.0,,0.0,0,4,7.0
375,393,393,Atlético Mineiro,2–1,Vitória,Grazianni Maciel Rocha,2,1,"https://fbref.com/en/matches/1cc64ac0/Atletico-Mineiro-Vitoria-April-22-2018-Serie-A"">Match Report",0.6,0.4,0.87,0.78,0.45,0.3,1.0,0.6,22.0,6.0,19.0,681.0,16.0,16.0,9.0,14.0,6.0,11.0,23.0,60.0,19.0,5.0,15.0,501.0,10.0,11.0,13.0,15.0,1.0,7.0,20.0,47.0,1,1,0,3,0,0.5794736842105264,0.5533333333333333,0.8231578947368421,0.8266666666666667,0.3626315789473684,0.4766666666666666,0.6536842105263159,0.5766666666666667,17.157894736842106,15.333333333333334,7.526315789473684,6.666666666666667,28.63157894736842,22.666666666666668,671.578947368421,649.6666666666666,16.894736842105264,16.666666666666668,14.68421052631579,12.666666666666666,15.052631578947368,15.0,15.578947368421053,13.333333333333334,2.263157894736842,1.6666666666666667,7.0,7.0,23.94736842105263,24.333333333333332,55.21052631578947,56.333333333333336,0.44947368421052636,0.48666666666666664,0.7489473684210527,0.7233333333333333,0.36315789473684207,0.35000000000000003,0.7457894736842107,0.6133333333333334,19.157894736842106,17.666666666666668,3.789473684210526,4.333333333333333,13.894736842105264,13.666666666666666,553.8947368421053,508.3333333333333,13.210526315789474,10.333333333333334,18.36842105263158,15.333333333333334,18.526315789473685,22.333333333333332,25.736842105263158,21.333333333333332,1.736842105263158,1.6666666666666667,8.421052631578947,8.666666666666666,22.42105263157895,23.0,65.42105263157895,65.0,10.0,5.0,9.0,4.0,3.0,3.0,1,3,11.0
376,394,394,Ceará,0–0,São Paulo,Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/9dabd9a6/Ceara-Sao-Paulo-April-22-2018-Serie-A"">Match Report",0.51,0.49,0.86,0.86,0.21,0.27,1.0,1.0,12.0,7.0,27.0,682.0,17.0,15.0,9.0,15.0,1.0,6.0,24.0,47.0,7.0,7.0,25.0,671.0,23.0,17.0,16.0,28.0,1.0,5.0,10.0,29.0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5694736842105264,0.5766666666666667,0.8405263157894737,0.8566666666666666,0.2926315789473684,0.31333333333333335,0.7378947368421054,0.9500000000000001,12.473684210526315,13.0,4.526315789473684,4.666666666666667,21.157894736842106,14.333333333333334,685.6842105263158,702.0,14.894736842105264,15.0,14.526315789473685,12.333333333333334,14.947368421052632,20.333333333333332,22.05263157894737,25.666666666666668,1.4210526315789473,1.3333333333333333,8.052631578947368,10.333333333333334,22.789473684210527,21.333333333333332,46.10526315789474,46.666666666666664,,7.0,,4.0,,3.0,2,0,14.0
377,395,395,Palmeiras,1–0,Internacional,Marcelo de Lima Henrique,1,0,"https://fbref.com/en/matches/dd1a5ca2/Palmeiras-Internacional-April-22-2018-Serie-A"">Match Report",0.45,0.55,0.79,0.81,0.15,0.38,0.66,0.5,14.0,8.0,20.0,586.0,23.0,13.0,6.0,32.0,0.0,5.0,23.0,49.0,15.0,9.0,25.0,664.0,10.0,13.0,20.0,21.0,2.0,11.0,27.0,64.0,1,1,0,3,0,0.5872222222222223,0.5566666666666666,0.815,0.81,0.32555555555555554,0.45333333333333337,0.741111111111111,0.9500000000000001,16.11111111111111,12.666666666666666,7.222222222222222,5.666666666666667,27.72222222222222,17.666666666666668,685.1111111111111,661.6666666666666,17.333333333333332,17.333333333333332,13.222222222222221,14.333333333333334,18.055555555555557,19.0,21.38888888888889,26.666666666666668,1.5,0.0,5.777777777777778,8.333333333333334,24.72222222222222,18.666666666666668,50.888888888888886,61.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,9.0,,3.0,,1,1,17.0
378,396,396,Fluminense,1–0,Cruzeiro,Flavio Rodrigues De Souza,1,0,"https://fbref.com/en/matches/94d06a3e/Fluminense-Cruzeiro-April-22-2018-Serie-A"">Match Report",0.33,0.67,0.68,0.85,0.33,0.38,0.83,0.0,13.0,1.0,14.0,450.0,16.0,13.0,14.0,30.0,0.0,6.0,18.0,70.0,19.0,7.0,43.0,762.0,14.0,6.0,21.0,22.0,3.0,0.0,16.0,47.0,1,1,0,3,0,0.5338888888888889,0.6133333333333333,0.835,0.8566666666666666,0.3950000000000001,0.3766666666666667,0.5994444444444444,0.8033333333333333,16.333333333333332,12.0,5.777777777777778,6.666666666666667,22.72222222222222,26.0,624.2222222222222,660.6666666666666,13.666666666666666,12.0,15.222222222222221,13.333333333333334,14.38888888888889,13.0,21.88888888888889,23.333333333333332,2.1666666666666665,3.0,7.166666666666667,6.666666666666667,18.833333333333332,16.666666666666668,51.55555555555556,54.666666666666664,0.5105263157894737,0.5733333333333334,0.8126315789473684,0.8333333333333334,0.32263157894736844,0.22,0.6936842105263158,0.61,14.68421052631579,15.0,4.631578947368421,4.666666666666667,18.05263157894737,18.333333333333332,647.3684210526316,668.3333333333334,17.736842105263158,13.0,13.526315789473685,11.333333333333334,14.105263157894736,13.666666666666666,25.0,19.666666666666668,1.631578947368421,0.6666666666666666,8.736842105263158,11.333333333333334,22.736842105263158,18.0,49.8421052631579,45.333333333333336,8.0,3.0,4.0,2.0,0.0,1.0,1,1,8.0
379,397,397,Chapecoense,1–1,Vasco da Gama,Luiz Flávio de Oliveira,1,1,"https://fbref.com/en/matches/d5e65692/Chapecoense-Vasco-da-Gama-April-22-2018-Serie-A"">Match Report",0.35,0.65,0.75,0.84,0.2,0.31,0.6,0.5,13.0,3.0,17.0,457.0,13.0,16.0,10.0,15.0,2.0,7.0,17.0,56.0,8.0,3.0,19.0,710.0,12.0,5.0,16.0,14.0,2.0,12.0,18.0,70.0,0,0,0,1,1,0.47210526315789475,0.4766666666666666,0.7642105263157893,0.7600000000000001,0.37473684210526315,0.4566666666666667,0.6947368421052631,0.8033333333333333,18.63157894736842,15.0,5.2105263157894735,6.666666666666667,24.0,20.333333333333332,541.421052631579,523.0,15.578947368421053,15.0,12.894736842105264,9.333333333333334,17.210526315789473,18.0,18.789473684210527,22.666666666666668,1.0,1.0,6.578947368421052,7.333333333333333,25.473684210526315,25.666666666666668,57.421052631578945,57.0,0.458,0.4466666666666667,0.7873333333333333,0.8033333333333333,0.34199999999999997,0.35000000000000003,0.6566666666666667,0.6233333333333334,15.266666666666667,14.0,4.466666666666667,4.666666666666667,15.733333333333333,13.333333333333334,569.4,584.3333333333334,17.8,15.333333333333334,15.866666666666667,19.333333333333332,13.333333333333334,20.0,28.933333333333334,31.0,1.2666666666666666,1.3333333333333333,9.733333333333333,11.666666666666666,20.333333333333332,20.333333333333332,53.4,48.333333333333336,13.0,12.0,9.0,6.0,3.0,3.0,2,2,6.0
380,398,398,Grêmio,0–0,Atl Paranaense,Raphael Claus,0,0,"https://fbref.com/en/matches/4b88cfa1/Gremio-Atletico-Paranaense-April-22-2018-Serie-A"">Match Report",0.49,0.51,0.86,0.86,0.27,0.14,1.0,1.0,9.0,7.0,18.0,746.0,16.0,21.0,8.0,4.0,3.0,8.0,14.0,35.0,15.0,4.0,13.0,783.0,11.0,26.0,14.0,20.0,1.0,14.0,17.0,73.0,0,0,0,1,1,0.5858823529411764,0.5366666666666667,0.8600000000000001,0.8533333333333334,0.4235294117647059,0.3633333333333333,0.731764705882353,0.6666666666666666,13.764705882352942,14.333333333333334,5.588235294117647,6.333333333333333,19.235294117647058,18.666666666666668,758.4705882352941,710.3333333333334,15.588235294117647,20.666666666666668,14.882352941176471,17.666666666666668,11.823529411764707,16.333333333333332,15.058823529411764,21.666666666666668,2.6470588235294117,2.0,6.647058823529412,6.666666666666667,19.235294117647058,14.666666666666666,54.705882352941174,55.333333333333336,0.4663157894736843,0.5533333333333333,0.7978947368421053,0.8033333333333333,0.3984210526315789,0.4133333333333334,0.8057894736842105,0.8000000000000002,14.421052631578947,13.0,3.6842105263157894,6.0,14.578947368421053,18.0,611.578947368421,664.6666666666666,13.578947368421053,11.333333333333334,12.210526315789474,9.666666666666666,14.736842105263158,21.666666666666668,32.68421052631579,28.0,1.7894736842105263,1.3333333333333333,10.157894736842104,7.0,22.42105263157895,23.0,60.0,75.0,8.0,6.0,5.0,3.0,1.0,0.0,2,0,11.0
381,399,399,Sport Recife,1–1,Botafogo (RJ),Rafael Traci,1,1,"https://fbref.com/en/matches/696440bd/Sport-Recife-Botafogo-RJ-April-23-2018-Serie-A"">Match Report",0.51,0.49,0.79,0.79,0.5,0.1,0.0,1.0,14.0,10.0,21.0,615.0,17.0,9.0,28.0,27.0,2.0,8.0,25.0,42.0,15.0,7.0,26.0,604.0,26.0,20.0,16.0,44.0,0.0,9.0,19.0,55.0,0,0,0,1,1,0.5621052631578948,0.5233333333333333,0.7942105263157895,0.7933333333333333,0.36,0.3833333333333333,0.7326315789473684,0.7766666666666667,16.57894736842105,17.666666666666668,7.947368421052632,9.0,32.31578947368421,32.333333333333336,642.0526315789474,664.3333333333334,17.36842105263158,19.0,17.473684210526315,13.666666666666666,17.263157894736842,25.0,15.473684210526315,9.333333333333334,1.5789473684210527,2.0,6.894736842105263,6.0,24.05263157894737,31.0,46.578947368421055,54.333333333333336,0.44937499999999997,0.3666666666666667,0.755,0.73,0.295625,0.3833333333333333,0.75375,0.6866666666666666,16.25,18.0,3.0625,3.0,17.0,14.0,562.0,535.0,18.0625,22.333333333333332,15.8125,20.666666666666668,16.25,14.666666666666666,26.9375,32.333333333333336,1.1875,1.0,10.4375,8.666666666666666,21.625,20.666666666666668,60.9375,62.0,7.0,6.0,6.0,4.0,3.0,0.0,2,2,17.0
382,400,400,Botafogo (RJ),2–1,Grêmio,Vinicius Gonçalves Dias Araujo,2,1,"https://fbref.com/en/matches/1f161f05/Botafogo-RJ-Gremio-April-28-2018-Serie-A"">Match Report",0.55,0.45,0.87,0.81,0.32,0.33,0.33,0.66,14.0,10.0,28.0,650.0,12.0,14.0,10.0,10.0,0.0,7.0,17.0,53.0,12.0,4.0,8.0,576.0,18.0,5.0,12.0,39.0,2.0,8.0,19.0,43.0,1,1,0,3,0,0.4947368421052632,0.5166666666666667,0.7978947368421053,0.8099999999999999,0.38315789473684214,0.2966666666666667,0.5773684210526316,0.45,14.263157894736842,11.0,4.684210526315789,6.666666666666667,23.894736842105264,30.0,621.578947368421,638.0,17.36842105263158,15.0,15.947368421052632,19.0,17.210526315789473,25.333333333333332,21.157894736842106,18.0,1.368421052631579,1.3333333333333333,7.0,5.333333333333333,19.736842105263158,19.333333333333332,57.578947368421055,61.333333333333336,0.4905263157894737,0.5133333333333333,0.8057894736842105,0.82,0.4326315789473685,0.35333333333333333,0.7352631578947367,0.7633333333333333,15.052631578947368,16.333333333333332,4.2631578947368425,3.6666666666666665,14.105263157894736,13.333333333333334,637.8421052631579,691.6666666666666,15.526315789473685,11.666666666666666,14.947368421052632,16.0,13.736842105263158,16.333333333333332,25.36842105263158,25.0,1.4736842105263157,2.0,9.842105263157896,8.333333333333334,18.526315789473685,16.0,55.94736842105263,66.66666666666667,2.0,7.0,2.0,3.0,1.0,3.0,1,3,14.0
383,401,401,Paraná,1–2,Sport Recife,Daniel Nobre Bins,1,2,"https://fbref.com/en/matches/976af325/Parana-Sport-Recife-April-29-2018-Serie-A"">Match Report",0.7,0.3,0.86,0.63,0.41,0.3,0.33,0.91,14.0,8.0,32.0,826.0,14.0,18.0,18.0,3.0,2.0,6.0,34.0,48.0,15.0,1.0,5.0,476.0,27.0,21.0,16.0,42.0,3.0,11.0,17.0,64.0,-1,0,1,0,3,0.48,0.48,0.84,0.84,0.35,0.35,0.0,0.0,16.0,16.0,5.0,5.0,26.0,26.0,622.0,622.0,21.0,21.0,20.0,20.0,8.0,8.0,11.0,11.0,2.0,2.0,5.0,5.0,28.0,28.0,28.0,28.0,0.5011111111111111,0.5,0.7933333333333333,0.8166666666666668,0.37777777777777777,0.38333333333333336,0.5266666666666667,0.35000000000000003,17.333333333333332,15.333333333333334,4.444444444444445,6.666666666666667,18.833333333333332,21.333333333333332,629.2777777777778,629.6666666666666,17.833333333333332,15.0,18.22222222222222,19.333333333333332,13.944444444444445,16.333333333333332,17.833333333333332,13.666666666666666,2.2777777777777777,3.6666666666666665,7.777777777777778,7.333333333333333,22.944444444444443,23.333333333333332,54.77777777777778,56.0,0.0,4.0,0.0,3.0,0.0,0.0,0,3,9.0
384,402,402,Bahia,0–0,Atl Paranaense,Ricardo Marques Ribeiro,0,0,"https://fbref.com/en/matches/d5844463/Bahia-Atletico-Paranaense-April-29-2018-Serie-A"">Match Report",0.35,0.65,0.84,0.89,0.3,0.22,0.5,1.0,22.0,8.0,19.0,537.0,24.0,15.0,22.0,20.0,2.0,7.0,13.0,37.0,12.0,2.0,14.0,824.0,16.0,9.0,12.0,20.0,1.0,12.0,9.0,39.0,0,0,0,1,1,0.5222222222222221,0.5233333333333333,0.8105555555555556,0.8366666666666666,0.38000000000000006,0.3566666666666667,0.6766666666666666,0.8666666666666667,15.777777777777779,20.666666666666668,6.111111111111111,6.333333333333333,23.833333333333332,30.0,625.3333333333334,597.0,17.0,20.0,14.944444444444445,12.666666666666666,14.88888888888889,13.333333333333334,18.833333333333332,18.666666666666668,1.7777777777777777,1.3333333333333333,6.277777777777778,4.0,19.5,15.666666666666666,48.55555555555556,44.666666666666664,0.4685,0.58,0.8009999999999999,0.82,0.38549999999999995,0.29333333333333333,0.8155000000000001,0.7999999999999999,14.45,13.333333333333334,3.7,6.666666666666667,14.5,19.666666666666668,620.15,704.3333333333334,13.45,11.666666666666666,12.9,15.0,14.7,20.666666666666668,32.05,23.666666666666668,1.75,0.6666666666666666,10.35,8.333333333333334,22.15,23.666666666666668,60.65,75.33333333333333,10.0,4.0,6.0,1.0,3.0,1.0,2,0,10.0
385,403,403,Atlético Mineiro,1–0,Corinthians,Dewson Fernando Freitas da Silva,1,0,"https://fbref.com/en/matches/d4b4bb31/Atletico-Mineiro-Corinthians-April-29-2018-Serie-A"">Match Report",0.58,0.42,0.88,0.8,0.24,0.25,1.0,0.75,25.0,10.0,31.0,759.0,23.0,9.0,15.0,17.0,2.0,4.0,27.0,45.0,15.0,0.0,14.0,615.0,23.0,17.0,10.0,23.0,0.0,10.0,25.0,59.0,1,1,0,3,0,0.5805,0.5733333333333334,0.8255000000000001,0.8366666666666668,0.367,0.48666666666666664,0.671,0.7999999999999999,17.4,16.333333333333332,7.45,6.0,28.15,20.333333333333332,672.05,650.0,16.85,16.333333333333332,14.75,14.0,14.75,12.666666666666666,15.5,15.0,2.45,3.6666666666666665,7.2,8.0,23.9,25.333333333333332,55.45,54.333333333333336,0.5257894736842105,0.52,0.8257894736842106,0.82,0.40842105263157896,0.4766666666666666,0.7905263157894736,0.75,13.105263157894736,16.666666666666668,4.2631578947368425,3.3333333333333335,17.0,12.0,619.7894736842105,653.0,14.526315789473685,17.666666666666668,11.263157894736842,10.666666666666666,15.68421052631579,18.666666666666668,26.94736842105263,23.333333333333332,2.1052631578947367,0.6666666666666666,10.421052631578947,10.0,19.210526315789473,18.333333333333332,52.78947368421053,55.0,13.0,6.0,9.0,3.0,3.0,3.0,1,1,10.0
