0,1,2,3,4,5,6,7,8,9,10,11
"[('11', 'Fouls', '24')]","[('14', 'Corners', '3')]","[('44', 'Crosses', '6')]","[('807', 'Touches', '432')]","[('11', 'Tackles', '23')]","[('11', 'Interceptions', '12')]","[('20', 'Aerials Won', '15')]","[('21', 'Clearances', '41')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '11')]","[('27', 'Throw Ins', '22')]","[('46', 'Long Balls', '68')]"
"[('14', 'Fouls', '12')]","[('2', 'Corners', '1')]","[('23', 'Crosses', '11')]","[('671', 'Touches', '569')]","[('9', 'Tackles', '16')]","[('8', 'Interceptions', '14')]","[('15', 'Aerials Won', '12')]","[('11', 'Clearances', '34')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '8')]","[('31', 'Throw Ins', '14')]","[('56', 'Long Balls', '51')]"
"[('20', 'Fouls', '19')]","[('3', 'Corners', '4')]","[('17', 'Crosses', '23')]","[('556', 'Touches', '701')]","[('13', 'Tackles', '14')]","[('28', 'Interceptions', '9')]","[('22', 'Aerials Won', '16')]","[('20', 'Clearances', '24')]","[('1', 'Offsides', '2')]","[('3', 'Goal Kicks', '7')]","[('22', 'Throw Ins', '23')]","[('67', 'Long Balls', '52')]"
"[('13', 'Fouls', '18')]","[('7', 'Corners', '5')]","[('27', 'Crosses', '16')]","[('654', 'Touches', '579')]","[('16', 'Tackles', '15')]","[('13', 'Interceptions', '13')]","[('14', 'Aerials Won', '9')]","[('16', 'Clearances', '23')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '13')]","[('14', 'Throw Ins', '19')]","[('49', 'Long Balls', '46')]"
"[('8', 'Fouls', '21')]","[('3', 'Corners', '2')]","[('8', 'Crosses', '10')]","[('713', 'Touches', '629')]","[('11', 'Tackles', '14')]","[('17', 'Interceptions', '15')]","[('11', 'Aerials Won', '8')]","[('15', 'Clearances', '13')]","[('2', 'Offsides', '2')]","[('4', 'Goal Kicks', '5')]","[('10', 'Throw Ins', '13')]","[('58', 'Long Balls', '40')]"
"[('12', 'Fouls', '9')]","[('3', 'Corners', '7')]","[('14', 'Crosses', '30')]","[('568', 'Touches', '643')]","[('17', 'Tackles', '11')]","[('10', 'Interceptions', '11')]","[('18', 'Aerials Won', '19')]","[('32', 'Clearances', '21')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '11')]","[('17', 'Throw Ins', '27')]","[('50', 'Long Balls', '66')]"
"[('11', 'Fouls', '12')]","[('7', 'Corners', '3')]","[('41', 'Crosses', '5')]","[('697', 'Touches', '363')]","[('15', 'Tackles', '19')]","[('11', 'Interceptions', '15')]","[('10', 'Aerials Won', '12')]","[('10', 'Clearances', '36')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '9')]","[('20', 'Throw Ins', '13')]","[('26', 'Long Balls', '51')]"
"[('10', 'Fouls', '16')]","[('5', 'Corners', '15')]","[('17', 'Crosses', '36')]","[('542', 'Touches', '665')]","[('24', 'Tackles', '9')]","[('12', 'Interceptions', '17')]","[('17', 'Aerials Won', '17')]","[('40', 'Clearances', '22')]","[('1', 'Offsides', '2')]","[('9', 'Goal Kicks', '8')]","[('15', 'Throw Ins', '32')]","[('50', 'Long Balls', '45')]"
"[('22', 'Fouls', '20')]","[('6', 'Corners', '3')]","[('35', 'Crosses', '18')]","[('641', 'Touches', '594')]","[('8', 'Tackles', '12')]","[('13', 'Interceptions', '9')]","[('14', 'Aerials Won', '17')]","[('16', 'Clearances', '41')]","[('1', 'Offsides', '2')]","[('6', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '15')]","[('50', 'Long Balls', '54')]"
"[('15', 'Fouls', '13')]","[('5', 'Corners', '3')]","[('20', 'Crosses', '10')]","[('630', 'Touches', '580')]","[('10', 'Tackles', '13')]","[('11', 'Interceptions', '10')]","[('8', 'Aerials Won', '17')]","[('9', 'Clearances', '32')]","[('7', 'Offsides', '4')]","[('9', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '15')]","[('59', 'Long Balls', '66')]"
"[('21', 'Fouls', '16')]","[('3', 'Corners', '8')]","[('26', 'Crosses', '17')]","[('505', 'Touches', '642')]","[('12', 'Tackles', '14')]","[('15', 'Interceptions', '12')]","[('17', 'Aerials Won', '32')]","[('19', 'Clearances', '35')]","[('3', 'Offsides', '1')]","[('7', 'Goal Kicks', '7')]","[('18', 'Throw Ins', '13')]","[('61', 'Long Balls', '49')]"
"[('14', 'Fouls', '16')]","[('11', 'Corners', '8')]","[('37', 'Crosses', '17')]","[('750', 'Touches', '433')]","[('17', 'Tackles', '17')]","[('11', 'Interceptions', '22')]","[('19', 'Aerials Won', '20')]","[('11', 'Clearances', '36')]","[('0', 'Offsides', '0')]","[('7', 'Goal Kicks', '16')]","[('33', 'Throw Ins', '16')]","[('27', 'Long Balls', '53')]"
"[('26', 'Fouls', '9')]","[('9', 'Corners', '5')]","[('20', 'Crosses', '13')]","[('596', 'Touches', '591')]","[('14', 'Tackles', '21')]","[('18', 'Interceptions', '24')]","[('18', 'Aerials Won', '27')]","[('27', 'Clearances', '24')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('16', 'Throw Ins', '21')]","[('48', 'Long Balls', '57')]"
"[('20', 'Fouls', '20')]","[('7', 'Corners', '3')]","[('35', 'Crosses', '20')]","[('519', 'Touches', '488')]","[('14', 'Tackles', '20')]","[('8', 'Interceptions', '14')]","[('22', 'Aerials Won', '19')]","[('10', 'Clearances', '17')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '9')]","[('30', 'Throw Ins', '20')]","[('75', 'Long Balls', '72')]"
"[('13', 'Fouls', '16')]","[('10', 'Corners', '3')]","[('31', 'Crosses', '13')]","[('537', 'Touches', '575')]","[('13', 'Tackles', '19')]","[('18', 'Interceptions', '14')]","[('17', 'Aerials Won', '19')]","[('6', 'Clearances', '31')]","[('3', 'Offsides', '1')]","[('10', 'Goal Kicks', '17')]","[('16', 'Throw Ins', '17')]","[('63', 'Long Balls', '46')]"
"[('18', 'Fouls', '22')]","[('10', 'Corners', '1')]","[('37', 'Crosses', '8')]","[('603', 'Touches', '488')]","[('22', 'Tackles', '19')]","[('10', 'Interceptions', '15')]","[('17', 'Aerials Won', '38')]","[('22', 'Clearances', '78')]","[('2', 'Offsides', '3')]","[('5', 'Goal Kicks', '16')]","[('30', 'Throw Ins', '22')]","[('53', 'Long Balls', '66')]"
"[('15', 'Fouls', '14')]","[('5', 'Corners', '5')]","[('12', 'Crosses', '21')]","[('594', 'Touches', '751')]","[('18', 'Tackles', '15')]","[('7', 'Interceptions', '17')]","[('14', 'Aerials Won', '21')]","[('37', 'Clearances', '12')]","[('2', 'Offsides', '3')]","[('6', 'Goal Kicks', '6')]","[('16', 'Throw Ins', '31')]","[('46', 'Long Balls', '46')]"
"[('17', 'Fouls', '16')]","[('13', 'Corners', '6')]","[('38', 'Crosses', '18')]","[('752', 'Touches', '525')]","[('12', 'Tackles', '10')]","[('13', 'Interceptions', '22')]","[('20', 'Aerials Won', '22')]","[('15', 'Clearances', '37')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '13')]","[('28', 'Throw Ins', '18')]","[('68', 'Long Balls', '61')]"
"[('12', 'Fouls', '20')]","[('4', 'Corners', '3')]","[('27', 'Crosses', '10')]","[('763', 'Touches', '504')]","[('15', 'Tackles', '11')]","[('19', 'Interceptions', '9')]","[('18', 'Aerials Won', '19')]","[('15', 'Clearances', '34')]","[('6', 'Offsides', '1')]","[('7', 'Goal Kicks', '11')]","[('18', 'Throw Ins', '20')]","[('56', 'Long Balls', '55')]"
"[('23', 'Fouls', '28')]","[('9', 'Corners', '2')]","[('30', 'Crosses', '10')]","[('702', 'Touches', '519')]","[('13', 'Tackles', '11')]","[('14', 'Interceptions', '14')]","[('18', 'Aerials Won', '12')]","[('12', 'Clearances', '39')]","[('4', 'Offsides', '0')]","[('4', 'Goal Kicks', '14')]","[('24', 'Throw Ins', '22')]","[('35', 'Long Balls', '61')]"
"[('20', 'Fouls', '11')]","[('4', 'Corners', '10')]","[('24', 'Crosses', '29')]","[('487', 'Touches', '651')]","[('16', 'Tackles', '14')]","[('11', 'Interceptions', '6')]","[('16', 'Aerials Won', '31')]","[('40', 'Clearances', '30')]","[('1', 'Offsides', '2')]","[('4', 'Goal Kicks', '7')]","[('10', 'Throw Ins', '18')]","[('42', 'Long Balls', '43')]"
"[('23', 'Fouls', '24')]","[('2', 'Corners', '7')]","[('20', 'Crosses', '18')]","[('556', 'Touches', '609')]","[('15', 'Tackles', '14')]","[('21', 'Interceptions', '20')]","[('21', 'Aerials Won', '13')]","[('29', 'Clearances', '23')]","[('0', 'Offsides', '0')]","[('11', 'Goal Kicks', '6')]","[('36', 'Throw Ins', '19')]","[('59', 'Long Balls', '62')]"
"[('19', 'Fouls', '14')]","[('6', 'Corners', '3')]","[('30', 'Crosses', '11')]","[('545', 'Touches', '631')]","[('12', 'Tackles', '11')]","[('19', 'Interceptions', '23')]","[('17', 'Aerials Won', '19')]","[('7', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('11', 'Goal Kicks', '10')]","[('19', 'Throw Ins', '23')]","[('55', 'Long Balls', '63')]"
"[('18', 'Fouls', '13')]","[('2', 'Corners', '3')]","[('18', 'Crosses', '13')]","[('604', 'Touches', '767')]","[('10', 'Tackles', '14')]","[('12', 'Interceptions', '17')]","[('7', 'Aerials Won', '7')]","[('13', 'Clearances', '18')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '10')]","[('19', 'Throw Ins', '12')]","[('45', 'Long Balls', '44')]"
"[('12', 'Fouls', '15')]","[('5', 'Corners', '12')]","[('21', 'Crosses', '29')]","[('670', 'Touches', '612')]","[('14', 'Tackles', '13')]","[('19', 'Interceptions', '29')]","[('18', 'Aerials Won', '14')]","[('36', 'Clearances', '25')]","[('0', 'Offsides', '0')]","[('9', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '21')]","[('49', 'Long Balls', '53')]"
"[('16', 'Fouls', '15')]","[('6', 'Corners', '4')]","[('19', 'Crosses', '17')]","[('607', 'Touches', '610')]","[('18', 'Tackles', '25')]","[('8', 'Interceptions', '18')]","[('21', 'Aerials Won', '12')]","[('10', 'Clearances', '30')]","[('4', 'Offsides', '2')]","[('10', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '16')]","[('68', 'Long Balls', '73')]"
"[('23', 'Fouls', '12')]","[('4', 'Corners', '1')]","[('12', 'Crosses', '14')]","[('523', 'Touches', '804')]","[('22', 'Tackles', '21')]","[('22', 'Interceptions', '17')]","[('11', 'Aerials Won', '12')]","[('23', 'Clearances', '13')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '6')]","[('18', 'Throw Ins', '24')]","[('57', 'Long Balls', '25')]"
"[('17', 'Fouls', '23')]","[('11', 'Corners', '1')]","[('55', 'Crosses', '8')]","[('594', 'Touches', '586')]","[('12', 'Tackles', '17')]","[('7', 'Interceptions', '7')]","[('11', 'Aerials Won', '13')]","[('4', 'Clearances', '50')]","[('3', 'Offsides', '2')]","[('6', 'Goal Kicks', '14')]","[('21', 'Throw Ins', '10')]","[('39', 'Long Balls', '56')]"
"[('12', 'Fouls', '17')]","[('5', 'Corners', '2')]","[('20', 'Crosses', '11')]","[('623', 'Touches', '566')]","[('20', 'Tackles', '27')]","[('16', 'Interceptions', '21')]","[('20', 'Aerials Won', '18')]","[('27', 'Clearances', '16')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '4')]","[('21', 'Throw Ins', '27')]","[('56', 'Long Balls', '65')]"
"[('15', 'Fouls', '14')]","[('10', 'Corners', '2')]","[('35', 'Crosses', '21')]","[('749', 'Touches', '621')]","[('18', 'Tackles', '14')]","[('15', 'Interceptions', '14')]","[('19', 'Aerials Won', '12')]","[('29', 'Clearances', '27')]","[('4', 'Offsides', '3')]","[('8', 'Goal Kicks', '9')]","[('17', 'Throw Ins', '19')]","[('40', 'Long Balls', '38')]"
"[('22', 'Fouls', '12')]","[('4', 'Corners', '3')]","[('17', 'Crosses', '16')]","[('455', 'Touches', '789')]","[('14', 'Tackles', '12')]","[('13', 'Interceptions', '13')]","[('13', 'Aerials Won', '13')]","[('25', 'Clearances', '16')]","[('2', 'Offsides', '1')]","[('9', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '28')]","[('48', 'Long Balls', '67')]"
"[('12', 'Fouls', '31')]","[('7', 'Corners', '4')]","[('24', 'Crosses', '20')]","[('575', 'Touches', '620')]","[('13', 'Tackles', '17')]","[('17', 'Interceptions', '9')]","[('16', 'Aerials Won', '11')]","[('22', 'Clearances', '18')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '13')]","[('9', 'Throw Ins', '21')]","[('46', 'Long Balls', '29')]"
"[('21', 'Fouls', '16')]","[('8', 'Corners', '3')]","[('26', 'Crosses', '22')]","[('673', 'Touches', '515')]","[('10', 'Tackles', '21')]","[('11', 'Interceptions', '16')]","[('12', 'Aerials Won', '12')]","[('29', 'Clearances', '32')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '9')]","[('24', 'Throw Ins', '25')]","[('58', 'Long Balls', '63')]"
"[('19', 'Fouls', '18')]","[('16', 'Corners', '2')]","[('49', 'Crosses', '9')]","[('711', 'Touches', '553')]","[('14', 'Tackles', '21')]","[('17', 'Interceptions', '15')]","[('20', 'Aerials Won', '18')]","[('19', 'Clearances', '35')]","[('0', 'Offsides', '1')]","[('4', 'Goal Kicks', '12')]","[('22', 'Throw Ins', '27')]","[('64', 'Long Balls', '69')]"
"[('9', 'Fouls', '9')]","[('15', 'Corners', '2')]","[('47', 'Crosses', '7')]","[('852', 'Touches', '600')]","[('18', 'Tackles', '20')]","[('13', 'Interceptions', '19')]","[('16', 'Aerials Won', '16')]","[('15', 'Clearances', '54')]","[('0', 'Offsides', '4')]","[('4', 'Goal Kicks', '11')]","[('40', 'Throw Ins', '23')]","[('37', 'Long Balls', '69')]"
"[('17', 'Fouls', '9')]","[('2', 'Corners', '4')]","[('26', 'Crosses', '10')]","[('562', 'Touches', '794')]","[('14', 'Tackles', '17')]","[('9', 'Interceptions', '14')]","[('7', 'Aerials Won', '10')]","[('16', 'Clearances', '25')]","[('2', 'Offsides', '0')]","[('7', 'Goal Kicks', '7')]","[('19', 'Throw Ins', '17')]","[('47', 'Long Balls', '36')]"
"[('21', 'Fouls', '11')]","[('6', 'Corners', '7')]","[('16', 'Crosses', '27')]","[('454', 'Touches', '599')]","[('22', 'Tackles', '14')]","[('24', 'Interceptions', '11')]","[('30', 'Aerials Won', '18')]","[('39', 'Clearances', '21')]","[('2', 'Offsides', '1')]","[('22', 'Goal Kicks', '5')]","[('13', 'Throw Ins', '34')]","[('59', 'Long Balls', '39')]"
"[('17', 'Fouls', '23')]","[('1', 'Corners', '3')]","[('7', 'Crosses', '28')]","[('522', 'Touches', '662')]","[('4', 'Tackles', '11')]","[('19', 'Interceptions', '11')]","[('14', 'Aerials Won', '24')]","[('44', 'Clearances', '7')]","[('1', 'Offsides', '2')]","[('8', 'Goal Kicks', '2')]","[('20', 'Throw Ins', '27')]","[('56', 'Long Balls', '66')]"
"[('19', 'Fouls', '14')]","[('9', 'Corners', '3')]","[('24', 'Crosses', '13')]","[('538', 'Touches', '700')]","[('14', 'Tackles', '24')]","[('7', 'Interceptions', '7')]","[('21', 'Aerials Won', '14')]","[('13', 'Clearances', '27')]","[('0', 'Offsides', '0')]","[('12', 'Goal Kicks', '8')]","[('19', 'Throw Ins', '10')]","[('54', 'Long Balls', '57')]"
"[('20', 'Fouls', '10')]","[('3', 'Corners', '4')]","[('14', 'Crosses', '33')]","[('432', 'Touches', '837')]","[('21', 'Tackles', '16')]","[('24', 'Interceptions', '10')]","[('23', 'Aerials Won', '15')]","[('41', 'Clearances', '15')]","[('1', 'Offsides', '3')]","[('10', 'Goal Kicks', '5')]","[('16', 'Throw Ins', '25')]","[('73', 'Long Balls', '40')]"
"[('19', 'Fouls', '13')]","[('8', 'Corners', '2')]","[('26', 'Crosses', '18')]","[('680', 'Touches', '635')]","[('17', 'Tackles', '9')]","[('12', 'Interceptions', '24')]","[('16', 'Aerials Won', '13')]","[('9', 'Clearances', '19')]","[('0', 'Offsides', '3')]","[('8', 'Goal Kicks', '10')]","[('20', 'Throw Ins', '23')]","[('66', 'Long Balls', '45')]"
"[('13', 'Fouls', '14')]","[('5', 'Corners', '2')]","[('33', 'Crosses', '8')]","[('798', 'Touches', '664')]","[('12', 'Tackles', '10')]","[('12', 'Interceptions', '10')]","[('12', 'Aerials Won', '17')]","[('8', 'Clearances', '33')]","[('1', 'Offsides', '3')]","[('4', 'Goal Kicks', '10')]","[('30', 'Throw Ins', '15')]","[('53', 'Long Balls', '72')]"
"[('14', 'Fouls', '16')]","[('8', 'Corners', '2')]","[('23', 'Crosses', '8')]","[('789', 'Touches', '409')]","[('18', 'Tackles', '7')]","[('10', 'Interceptions', '16')]","[('12', 'Aerials Won', '13')]","[('14', 'Clearances', '22')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '16')]","[('15', 'Throw Ins', '19')]","[('55', 'Long Balls', '73')]"
"[('12', 'Fouls', '13')]","[('8', 'Corners', '2')]","[('31', 'Crosses', '9')]","[('653', 'Touches', '566')]","[('15', 'Tackles', '26')]","[('16', 'Interceptions', '10')]","[('10', 'Aerials Won', '10')]","[('11', 'Clearances', '31')]","[('0', 'Offsides', '1')]","[('5', 'Goal Kicks', '15')]","[('22', 'Throw Ins', '20')]","[('40', 'Long Balls', '60')]"
"[('10', 'Fouls', '16')]","[('4', 'Corners', '6')]","[('16', 'Crosses', '19')]","[('552', 'Touches', '671')]","[('27', 'Tackles', '15')]","[('12', 'Interceptions', '10')]","[('18', 'Aerials Won', '14')]","[('20', 'Clearances', '14')]","[('1', 'Offsides', '3')]","[('10', 'Goal Kicks', '8')]","[('24', 'Throw Ins', '34')]","[('56', 'Long Balls', '56')]"
"[('16', 'Fouls', '12')]","[('7', 'Corners', '3')]","[('15', 'Crosses', '17')]","[('616', 'Touches', '850')]","[('23', 'Tackles', '14')]","[('16', 'Interceptions', '15')]","[('10', 'Aerials Won', '22')]","[('31', 'Clearances', '19')]","[('3', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('12', 'Throw Ins', '15')]","[('46', 'Long Balls', '39')]"
"[('17', 'Fouls', '18')]","[('4', 'Corners', '1')]","[('15', 'Crosses', '12')]","[('529', 'Touches', '513')]","[('7', 'Tackles', '13')]","[('6', 'Interceptions', '23')]","[('25', 'Aerials Won', '27')]","[('36', 'Clearances', '28')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('31', 'Throw Ins', '29')]","[('58', 'Long Balls', '69')]"
"[('17', 'Fouls', '16')]","[('3', 'Corners', '11')]","[('16', 'Crosses', '28')]","[('550', 'Touches', '708')]","[('27', 'Tackles', '19')]","[('19', 'Interceptions', '8')]","[('4', 'Aerials Won', '9')]","[('23', 'Clearances', '20')]","[('1', 'Offsides', '1')]","[('4', 'Goal Kicks', '5')]","[('12', 'Throw Ins', '24')]","[('38', 'Long Balls', '36')]"
"[('20', 'Fouls', '7')]","[('3', 'Corners', '7')]","[('12', 'Crosses', '28')]","[('452', 'Touches', '771')]","[('8', 'Tackles', '20')]","[('16', 'Interceptions', '12')]","[('17', 'Aerials Won', '19')]","[('28', 'Clearances', '18')]","[('2', 'Offsides', '0')]","[('16', 'Goal Kicks', '9')]","[('17', 'Throw Ins', '12')]","[('76', 'Long Balls', '47')]"
"[('12', 'Fouls', '23')]","[('4', 'Corners', '5')]","[('31', 'Crosses', '16')]","[('719', 'Touches', '531')]","[('15', 'Tackles', '12')]","[('14', 'Interceptions', '21')]","[('18', 'Aerials Won', '22')]","[('13', 'Clearances', '27')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '12')]","[('30', 'Throw Ins', '18')]","[('45', 'Long Balls', '71')]"
"[('22', 'Fouls', '14')]","[('5', 'Corners', '5')]","[('16', 'Crosses', '22')]","[('571', 'Touches', '752')]","[('16', 'Tackles', '14')]","[('10', 'Interceptions', '13')]","[('15', 'Aerials Won', '12')]","[('30', 'Clearances', '15')]","[('3', 'Offsides', '2')]","[('6', 'Goal Kicks', '7')]","[('9', 'Throw Ins', '19')]","[('51', 'Long Balls', '61')]"
"[('9', 'Fouls', '19')]","[('4', 'Corners', '6')]","[('16', 'Crosses', '22')]","[('655', 'Touches', '569')]","[('18', 'Tackles', '13')]","[('16', 'Interceptions', '15')]","[('9', 'Aerials Won', '19')]","[('20', 'Clearances', '11')]","[('2', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('22', 'Throw Ins', '26')]","[('63', 'Long Balls', '49')]"
"[('11', 'Fouls', '19')]","[('3', 'Corners', '10')]","[('17', 'Crosses', '21')]","[('388', 'Touches', '603')]","[('14', 'Tackles', '11')]","[('14', 'Interceptions', '7')]","[('19', 'Aerials Won', '27')]","[('45', 'Clearances', '14')]","[('0', 'Offsides', '3')]","[('6', 'Goal Kicks', '4')]","[('12', 'Throw Ins', '21')]","[('57', 'Long Balls', '53')]"
"[('13', 'Fouls', '16')]","[('4', 'Corners', '7')]","[('18', 'Crosses', '17')]","[('726', 'Touches', '692')]","[('21', 'Tackles', '19')]","[('27', 'Interceptions', '13')]","[('27', 'Aerials Won', '13')]","[('20', 'Clearances', '14')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '6')]","[('17', 'Throw Ins', '27')]","[('65', 'Long Balls', '45')]"
"[('19', 'Fouls', '17')]","[('8', 'Corners', '4')]","[('20', 'Crosses', '13')]","[('717', 'Touches', '497')]","[('15', 'Tackles', '13')]","[('16', 'Interceptions', '20')]","[('26', 'Aerials Won', '16')]","[('18', 'Clearances', '24')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('19', 'Throw Ins', '20')]","[('60', 'Long Balls', '52')]"
"[('18', 'Fouls', '16')]","[('5', 'Corners', '4')]","[('14', 'Crosses', '18')]","[('521', 'Touches', '519')]","[('13', 'Tackles', '16')]","[('18', 'Interceptions', '9')]","[('20', 'Aerials Won', '18')]","[('29', 'Clearances', '31')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '5')]","[('26', 'Throw Ins', '26')]","[('59', 'Long Balls', '40')]"
"[('16', 'Fouls', '14')]","[('6', 'Corners', '6')]","[('9', 'Crosses', '33')]","[('490', 'Touches', '788')]","[('11', 'Tackles', '12')]","[('14', 'Interceptions', '11')]","[('4', 'Aerials Won', '8')]","[('19', 'Clearances', '14')]","[('2', 'Offsides', '1')]","[('16', 'Goal Kicks', '3')]","[('12', 'Throw Ins', '16')]","[('57', 'Long Balls', '45')]"
"[('18', 'Fouls', '11')]","[('12', 'Corners', '6')]","[('30', 'Crosses', '19')]","[('488', 'Touches', '548')]","[('11', 'Tackles', '17')]","[('10', 'Interceptions', '16')]","[('11', 'Aerials Won', '12')]","[('12', 'Clearances', '29')]","[('0', 'Offsides', '4')]","[('7', 'Goal Kicks', '7')]","[('22', 'Throw Ins', '19')]","[('57', 'Long Balls', '58')]"
"[('24', 'Fouls', '10')]","[('4', 'Corners', '5')]","[('30', 'Crosses', '11')]","[('729', 'Touches', '463')]","[('8', 'Tackles', '15')]","[('15', 'Interceptions', '9')]","[('15', 'Aerials Won', '14')]","[('14', 'Clearances', '27')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('18', 'Throw Ins', '19')]","[('48', 'Long Balls', '67')]"
