match_report_link,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
"https://fbref.com/en/matches/9f4a87c4/Coritiba-Atletico-Paranaense-June-3-2017-Serie-A"">Match Report","[('15', 'Fouls', '11')]","[('6', 'Corners', '6')]","[('18', 'Crosses', '23')]","[('557', 'Touches', '588')]","[('16', 'Tackles', '11')]","[('23', 'Interceptions', '15')]","[('10', 'Aerials Won', '22')]","[('24', 'Clearances', '15')]","[('1', 'Offsides', '5')]","[('9', 'Goal Kicks', '6')]","[('12', 'Throw Ins', '24')]","[('66', 'Long Balls', '58')]","[('15', 'Fouls', '11')]","[('6', 'Corners', '6')]","[('18', 'Crosses', '23')]","[('557', 'Touches', '588')]","[('16', 'Tackles', '11')]","[('23', 'Interceptions', '15')]","[('10', 'Aerials Won', '22')]","[('24', 'Clearances', '15')]","[('1', 'Offsides', '5')]","[('9', 'Goal Kicks', '6')]","[('12', 'Throw Ins', '24')]","[('66', 'Long Balls', '58')]"
"https://fbref.com/en/matches/c8c03fd9/Avai-Sport-Recife-June-4-2017-Serie-A"">Match Report","[('26', 'Fouls', '25')]","[('2', 'Corners', '5')]","[('16', 'Crosses', '12')]","[('505', 'Touches', '778')]","[('21', 'Tackles', '15')]","[('31', 'Interceptions', '21')]","[('10', 'Aerials Won', '12')]","[('13', 'Clearances', '6')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '7')]","[('13', 'Throw Ins', '27')]","[('54', 'Long Balls', '49')]","[('26', 'Fouls', '25')]","[('2', 'Corners', '5')]","[('16', 'Crosses', '12')]","[('505', 'Touches', '778')]","[('21', 'Tackles', '15')]","[('31', 'Interceptions', '21')]","[('10', 'Aerials Won', '12')]","[('13', 'Clearances', '6')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '7')]","[('13', 'Throw Ins', '27')]","[('54', 'Long Balls', '49')]"
"https://fbref.com/en/matches/7939cfa1/Gremio-Vasco-da-Gama-June-4-2017-Serie-A"">Match Report","[('15', 'Fouls', '13')]","[('6', 'Corners', '5')]","[('16', 'Crosses', '21')]","[('719', 'Touches', '572')]","[('24', 'Tackles', '19')]","[('20', 'Interceptions', '25')]","[('13', 'Aerials Won', '18')]","[('16', 'Clearances', '18')]","[('3', 'Offsides', '1')]","[('14', 'Goal Kicks', '7')]","[('19', 'Throw Ins', '24')]","[('68', 'Long Balls', '42')]","[('15', 'Fouls', '13')]","[('6', 'Corners', '5')]","[('16', 'Crosses', '21')]","[('719', 'Touches', '572')]","[('24', 'Tackles', '19')]","[('20', 'Interceptions', '25')]","[('13', 'Aerials Won', '18')]","[('16', 'Clearances', '18')]","[('3', 'Offsides', '1')]","[('14', 'Goal Kicks', '7')]","[('19', 'Throw Ins', '24')]","[('68', 'Long Balls', '42')]"
"https://fbref.com/en/matches/3b76e6dd/Bahia-Atletico-Goianiense-June-5-2017-Serie-A"">Match Report","[('21', 'Fouls', '27')]","[('7', 'Corners', '4')]","[('21', 'Crosses', '15')]","[('677', 'Touches', '518')]","[('17', 'Tackles', '26')]","[('12', 'Interceptions', '12')]","[('20', 'Aerials Won', '14')]","[('10', 'Clearances', '16')]","[('6', 'Offsides', '4')]","[('4', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '18')]","[('46', 'Long Balls', '51')]","[('21', 'Fouls', '27')]","[('7', 'Corners', '4')]","[('21', 'Crosses', '15')]","[('677', 'Touches', '518')]","[('17', 'Tackles', '26')]","[('12', 'Interceptions', '12')]","[('20', 'Aerials Won', '14')]","[('10', 'Clearances', '16')]","[('6', 'Offsides', '4')]","[('4', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '18')]","[('46', 'Long Balls', '51')]"
"https://fbref.com/en/matches/37cc4643/Coritiba-Palmeiras-June-7-2017-Serie-A"">Match Report","[('14', 'Fouls', '17')]","[('2', 'Corners', '8')]","[('17', 'Crosses', '27')]","[('532', 'Touches', '617')]","[('12', 'Tackles', '17')]","[('23', 'Interceptions', '21')]","[('13', 'Aerials Won', '17')]","[('23', 'Clearances', '17')]","[('7', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('26', 'Throw Ins', '31')]","[('59', 'Long Balls', '56')]","[('14', 'Fouls', '17')]","[('2', 'Corners', '8')]","[('17', 'Crosses', '27')]","[('532', 'Touches', '617')]","[('12', 'Tackles', '17')]","[('23', 'Interceptions', '21')]","[('13', 'Aerials Won', '17')]","[('23', 'Clearances', '17')]","[('7', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('26', 'Throw Ins', '31')]","[('59', 'Long Balls', '56')]"
"https://fbref.com/en/matches/70225d42/Vasco-da-Gama-Corinthians-June-7-2017-Serie-A"">Match Report","[('10', 'Fouls', '14')]","[('14', 'Corners', '1')]","[('44', 'Crosses', '10')]","[('641', 'Touches', '530')]","[('15', 'Tackles', '7')]","[('9', 'Interceptions', '9')]","[('18', 'Aerials Won', '10')]","[('7', 'Clearances', '48')]","[('2', 'Offsides', '3')]","[('2', 'Goal Kicks', '15')]","[('18', 'Throw Ins', '12')]","[('57', 'Long Balls', '65')]","[('10', 'Fouls', '14')]","[('14', 'Corners', '1')]","[('44', 'Crosses', '10')]","[('641', 'Touches', '530')]","[('15', 'Tackles', '7')]","[('9', 'Interceptions', '9')]","[('18', 'Aerials Won', '10')]","[('7', 'Clearances', '48')]","[('2', 'Offsides', '3')]","[('2', 'Goal Kicks', '15')]","[('18', 'Throw Ins', '12')]","[('57', 'Long Balls', '65')]"
"https://fbref.com/en/matches/4437f2d4/Chapecoense-Gremio-June-8-2017-Serie-A"">Match Report","[('22', 'Fouls', '9')]","[('5', 'Corners', '1')]","[('24', 'Crosses', '5')]","[('530', 'Touches', '591')]","[('13', 'Tackles', '20')]","[('11', 'Interceptions', '14')]","[('19', 'Aerials Won', '12')]","[('1', 'Clearances', '24')]","[('0', 'Offsides', '2')]","[('6', 'Goal Kicks', '12')]","[('30', 'Throw Ins', '18')]","[('51', 'Long Balls', '56')]","[('22', 'Fouls', '9')]","[('5', 'Corners', '1')]","[('24', 'Crosses', '5')]","[('530', 'Touches', '591')]","[('13', 'Tackles', '20')]","[('11', 'Interceptions', '14')]","[('19', 'Aerials Won', '12')]","[('1', 'Clearances', '24')]","[('0', 'Offsides', '2')]","[('6', 'Goal Kicks', '12')]","[('30', 'Throw Ins', '18')]","[('51', 'Long Balls', '56')]"
"https://fbref.com/en/matches/f08181a4/Vasco-da-Gama-Sport-Recife-June-10-2017-Serie-A"">Match Report","[('15', 'Fouls', '19')]","[('3', 'Corners', '3')]","[('17', 'Crosses', '16')]","[('562', 'Touches', '578')]","[('16', 'Tackles', '26')]","[('12', 'Interceptions', '18')]","[('10', 'Aerials Won', '10')]","[('19', 'Clearances', '18')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '26')]","[('61', 'Long Balls', '43')]","[('15', 'Fouls', '19')]","[('3', 'Corners', '3')]","[('17', 'Crosses', '16')]","[('562', 'Touches', '578')]","[('16', 'Tackles', '26')]","[('12', 'Interceptions', '18')]","[('10', 'Aerials Won', '10')]","[('19', 'Clearances', '18')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '26')]","[('61', 'Long Balls', '43')]"
"https://fbref.com/en/matches/a2fe58fd/Vitoria-Atletico-Mineiro-June-11-2017-Serie-A"">Match Report","[('20', 'Fouls', '7')]","[('4', 'Corners', '4')]","[('16', 'Crosses', '18')]","[('551', 'Touches', '695')]","[('18', 'Tackles', '23')]","[('22', 'Interceptions', '24')]","[('15', 'Aerials Won', '27')]","[('17', 'Clearances', '19')]","[('2', 'Offsides', '1')]","[('13', 'Goal Kicks', '6')]","[('28', 'Throw Ins', '26')]","[('70', 'Long Balls', '46')]","[('20', 'Fouls', '7')]","[('4', 'Corners', '4')]","[('16', 'Crosses', '18')]","[('551', 'Touches', '695')]","[('18', 'Tackles', '23')]","[('22', 'Interceptions', '24')]","[('15', 'Aerials Won', '27')]","[('17', 'Clearances', '19')]","[('2', 'Offsides', '1')]","[('13', 'Goal Kicks', '6')]","[('28', 'Throw Ins', '26')]","[('70', 'Long Balls', '46')]"
"https://fbref.com/en/matches/e15197e9/Cruzeiro-Atletico-Goianiense-June-11-2017-Serie-A"">Match Report","[('11', 'Fouls', '21')]","[('7', 'Corners', '2')]","[('24', 'Crosses', '14')]","[('810', 'Touches', '433')]","[('12', 'Tackles', '8')]","[('15', 'Interceptions', '21')]","[('25', 'Aerials Won', '16')]","[('10', 'Clearances', '25')]","[('1', 'Offsides', '1')]","[('3', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '17')]","[('53', 'Long Balls', '60')]","[('11', 'Fouls', '21')]","[('7', 'Corners', '2')]","[('24', 'Crosses', '14')]","[('810', 'Touches', '433')]","[('12', 'Tackles', '8')]","[('15', 'Interceptions', '21')]","[('25', 'Aerials Won', '16')]","[('10', 'Clearances', '25')]","[('1', 'Offsides', '1')]","[('3', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '17')]","[('53', 'Long Balls', '60')]"
"https://fbref.com/en/matches/4185f5c8/Atletico-Mineiro-Atletico-Paranaense-June-14-2017-Serie-A"">Match Report","[('10', 'Fouls', '10')]","[('12', 'Corners', '6')]","[('53', 'Crosses', '11')]","[('758', 'Touches', '477')]","[('22', 'Tackles', '19')]","[('23', 'Interceptions', '8')]","[('18', 'Aerials Won', '20')]","[('7', 'Clearances', '50')]","[('2', 'Offsides', '4')]","[('3', 'Goal Kicks', '16')]","[('28', 'Throw Ins', '28')]","[('57', 'Long Balls', '60')]","[('10', 'Fouls', '10')]","[('12', 'Corners', '6')]","[('53', 'Crosses', '11')]","[('758', 'Touches', '477')]","[('22', 'Tackles', '19')]","[('23', 'Interceptions', '8')]","[('18', 'Aerials Won', '20')]","[('7', 'Clearances', '50')]","[('2', 'Offsides', '4')]","[('3', 'Goal Kicks', '16')]","[('28', 'Throw Ins', '28')]","[('57', 'Long Balls', '60')]"
"https://fbref.com/en/matches/de13ffc6/Sport-Recife-Sao-Paulo-June-14-2017-Serie-A"">Match Report","[('21', 'Fouls', '14')]","[('5', 'Corners', '1')]","[('22', 'Crosses', '16')]","[('665', 'Touches', '562')]","[('23', 'Tackles', '18')]","[('32', 'Interceptions', '23')]","[('10', 'Aerials Won', '14')]","[('14', 'Clearances', '27')]","[('1', 'Offsides', '3')]","[('9', 'Goal Kicks', '5')]","[('19', 'Throw Ins', '28')]","[('47', 'Long Balls', '52')]","[('21', 'Fouls', '14')]","[('5', 'Corners', '1')]","[('22', 'Crosses', '16')]","[('665', 'Touches', '562')]","[('23', 'Tackles', '18')]","[('32', 'Interceptions', '23')]","[('10', 'Aerials Won', '14')]","[('14', 'Clearances', '27')]","[('1', 'Offsides', '3')]","[('9', 'Goal Kicks', '5')]","[('19', 'Throw Ins', '28')]","[('47', 'Long Balls', '52')]"
"https://fbref.com/en/matches/33436164/Santos-Palmeiras-June-14-2017-Serie-A"">Match Report","[('16', 'Fouls', '14')]","[('10', 'Corners', '7')]","[('21', 'Crosses', '22')]","[('595', 'Touches', '709')]","[('23', 'Tackles', '18')]","[('14', 'Interceptions', '13')]","[('15', 'Aerials Won', '12')]","[('18', 'Clearances', '19')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '2')]","[('17', 'Throw Ins', '27')]","[('56', 'Long Balls', '47')]","[('16', 'Fouls', '14')]","[('10', 'Corners', '7')]","[('21', 'Crosses', '22')]","[('595', 'Touches', '709')]","[('23', 'Tackles', '18')]","[('14', 'Interceptions', '13')]","[('15', 'Aerials Won', '12')]","[('18', 'Clearances', '19')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '2')]","[('17', 'Throw Ins', '27')]","[('56', 'Long Balls', '47')]"
"https://fbref.com/en/matches/bd74c533/Fluminense-Gremio-June-15-2017-Serie-A"">Match Report","[('12', 'Fouls', '17')]","[('3', 'Corners', '1')]","[('22', 'Crosses', '10')]","[('709', 'Touches', '688')]","[('17', 'Tackles', '23')]","[('21', 'Interceptions', '11')]","[('8', 'Aerials Won', '11')]","[('10', 'Clearances', '31')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('21', 'Throw Ins', '17')]","[('44', 'Long Balls', '45')]","[('12', 'Fouls', '17')]","[('3', 'Corners', '1')]","[('22', 'Crosses', '10')]","[('709', 'Touches', '688')]","[('17', 'Tackles', '23')]","[('21', 'Interceptions', '11')]","[('8', 'Aerials Won', '11')]","[('10', 'Clearances', '31')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('21', 'Throw Ins', '17')]","[('44', 'Long Balls', '45')]"
"https://fbref.com/en/matches/360316a3/Santos-Ponte-Preta-June-17-2017-Serie-A"">Match Report","[('17', 'Fouls', '13')]","[('5', 'Corners', '2')]","[('32', 'Crosses', '8')]","[('736', 'Touches', '579')]","[('8', 'Tackles', '11')]","[('15', 'Interceptions', '10')]","[('9', 'Aerials Won', '11')]","[('7', 'Clearances', '31')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '11')]","[('43', 'Long Balls', '65')]","[('17', 'Fouls', '13')]","[('5', 'Corners', '2')]","[('32', 'Crosses', '8')]","[('736', 'Touches', '579')]","[('8', 'Tackles', '11')]","[('15', 'Interceptions', '10')]","[('9', 'Aerials Won', '11')]","[('7', 'Clearances', '31')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '11')]","[('43', 'Long Balls', '65')]"
"https://fbref.com/en/matches/2fefa71d/Bahia-Palmeiras-June-18-2017-Serie-A"">Match Report","[('14', 'Fouls', '23')]","[('3', 'Corners', '5')]","[('19', 'Crosses', '14')]","[('654', 'Touches', '464')]","[('14', 'Tackles', '21')]","[('22', 'Interceptions', '19')]","[('9', 'Aerials Won', '7')]","[('9', 'Clearances', '13')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('22', 'Throw Ins', '35')]","[('45', 'Long Balls', '54')]","[('14', 'Fouls', '23')]","[('3', 'Corners', '5')]","[('19', 'Crosses', '14')]","[('654', 'Touches', '464')]","[('14', 'Tackles', '21')]","[('22', 'Interceptions', '19')]","[('9', 'Aerials Won', '7')]","[('9', 'Clearances', '13')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('22', 'Throw Ins', '35')]","[('45', 'Long Balls', '54')]"
"https://fbref.com/en/matches/fc690d2f/Sport-Recife-Vitoria-June-18-2017-Serie-A"">Match Report","[('10', 'Fouls', '19')]","[('5', 'Corners', '5')]","[('40', 'Crosses', '19')]","[('725', 'Touches', '600')]","[('17', 'Tackles', '25')]","[('17', 'Interceptions', '22')]","[('17', 'Aerials Won', '15')]","[('24', 'Clearances', '40')]","[('3', 'Offsides', '1')]","[('7', 'Goal Kicks', '6')]","[('40', 'Throw Ins', '23')]","[('43', 'Long Balls', '72')]","[('10', 'Fouls', '19')]","[('5', 'Corners', '5')]","[('40', 'Crosses', '19')]","[('725', 'Touches', '600')]","[('17', 'Tackles', '25')]","[('17', 'Interceptions', '22')]","[('17', 'Aerials Won', '15')]","[('24', 'Clearances', '40')]","[('3', 'Offsides', '1')]","[('7', 'Goal Kicks', '6')]","[('40', 'Throw Ins', '23')]","[('43', 'Long Balls', '72')]"
"https://fbref.com/en/matches/87a2422e/Botafogo-RJ-Vasco-da-Gama-June-21-2017-Serie-A"">Match Report","[('20', 'Fouls', '11')]","[('2', 'Corners', '6')]","[('12', 'Crosses', '37')]","[('540', 'Touches', '654')]","[('21', 'Tackles', '13')]","[('13', 'Interceptions', '13')]","[('16', 'Aerials Won', '12')]","[('30', 'Clearances', '14')]","[('1', 'Offsides', '1')]","[('12', 'Goal Kicks', '4')]","[('22', 'Throw Ins', '32')]","[('51', 'Long Balls', '47')]","[('20', 'Fouls', '11')]","[('2', 'Corners', '6')]","[('12', 'Crosses', '37')]","[('540', 'Touches', '654')]","[('21', 'Tackles', '13')]","[('13', 'Interceptions', '13')]","[('16', 'Aerials Won', '12')]","[('30', 'Clearances', '14')]","[('1', 'Offsides', '1')]","[('12', 'Goal Kicks', '4')]","[('22', 'Throw Ins', '32')]","[('51', 'Long Balls', '47')]"
"https://fbref.com/en/matches/0c8ce239/Atletico-Paranaense-Sao-Paulo-June-21-2017-Serie-A"">Match Report","[('17', 'Fouls', '15')]","[('5', 'Corners', '8')]","[('11', 'Crosses', '44')]","[('504', 'Touches', '779')]","[('21', 'Tackles', '10')]","[('15', 'Interceptions', '20')]","[('22', 'Aerials Won', '17')]","[('36', 'Clearances', '15')]","[('2', 'Offsides', '1')]","[('13', 'Goal Kicks', '3')]","[('15', 'Throw Ins', '24')]","[('63', 'Long Balls', '34')]","[('17', 'Fouls', '15')]","[('5', 'Corners', '8')]","[('11', 'Crosses', '44')]","[('504', 'Touches', '779')]","[('21', 'Tackles', '10')]","[('15', 'Interceptions', '20')]","[('22', 'Aerials Won', '17')]","[('36', 'Clearances', '15')]","[('2', 'Offsides', '1')]","[('13', 'Goal Kicks', '3')]","[('15', 'Throw Ins', '24')]","[('63', 'Long Balls', '34')]"
"https://fbref.com/en/matches/c410f71e/Ponte-Preta-Cruzeiro-June-22-2017-Serie-A"">Match Report","[('21', 'Fouls', '23')]","[('5', 'Corners', '1')]","[('21', 'Crosses', '17')]","[('608', 'Touches', '594')]","[('20', 'Tackles', '17')]","[('15', 'Interceptions', '9')]","[('11', 'Aerials Won', '17')]","[('15', 'Clearances', '25')]","[('0', 'Offsides', '3')]","[('8', 'Goal Kicks', '6')]","[('34', 'Throw Ins', '26')]","[('65', 'Long Balls', '47')]","[('21', 'Fouls', '23')]","[('5', 'Corners', '1')]","[('21', 'Crosses', '17')]","[('608', 'Touches', '594')]","[('20', 'Tackles', '17')]","[('15', 'Interceptions', '9')]","[('11', 'Aerials Won', '17')]","[('15', 'Clearances', '25')]","[('0', 'Offsides', '3')]","[('8', 'Goal Kicks', '6')]","[('34', 'Throw Ins', '26')]","[('65', 'Long Balls', '47')]"
"https://fbref.com/en/matches/f10ade88/Santos-Sport-Recife-June-24-2017-Serie-A"">Match Report","[('13', 'Fouls', '17')]","[('9', 'Corners', '0')]","[('28', 'Crosses', '12')]","[('708', 'Touches', '612')]","[('15', 'Tackles', '16')]","[('17', 'Interceptions', '27')]","[('7', 'Aerials Won', '9')]","[('10', 'Clearances', '27')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '11')]","[('24', 'Throw Ins', '22')]","[('51', 'Long Balls', '57')]","[('13', 'Fouls', '17')]","[('9', 'Corners', '0')]","[('28', 'Crosses', '12')]","[('708', 'Touches', '612')]","[('15', 'Tackles', '16')]","[('17', 'Interceptions', '27')]","[('7', 'Aerials Won', '9')]","[('10', 'Clearances', '27')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '11')]","[('24', 'Throw Ins', '22')]","[('51', 'Long Balls', '57')]"
"https://fbref.com/en/matches/2517e4d8/Cruzeiro-Coritiba-June-25-2017-Serie-A"">Match Report","[('15', 'Fouls', '26')]","[('8', 'Corners', '9')]","[('19', 'Crosses', '17')]","[('620', 'Touches', '556')]","[('25', 'Tackles', '20')]","[('9', 'Interceptions', '16')]","[('24', 'Aerials Won', '19')]","[('30', 'Clearances', '33')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '26')]","[('56', 'Long Balls', '63')]","[('15', 'Fouls', '26')]","[('8', 'Corners', '9')]","[('19', 'Crosses', '17')]","[('620', 'Touches', '556')]","[('25', 'Tackles', '20')]","[('9', 'Interceptions', '16')]","[('24', 'Aerials Won', '19')]","[('30', 'Clearances', '33')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '26')]","[('56', 'Long Balls', '63')]"
"https://fbref.com/en/matches/449f465a/Ponte-Preta-Palmeiras-June-25-2017-Serie-A"">Match Report","[('21', 'Fouls', '28')]","[('2', 'Corners', '4')]","[('26', 'Crosses', '11')]","[('661', 'Touches', '571')]","[('18', 'Tackles', '26')]","[('14', 'Interceptions', '14')]","[('16', 'Aerials Won', '15')]","[('12', 'Clearances', '26')]","[('3', 'Offsides', '0')]","[('10', 'Goal Kicks', '6')]","[('30', 'Throw Ins', '25')]","[('71', 'Long Balls', '72')]","[('21', 'Fouls', '28')]","[('2', 'Corners', '4')]","[('26', 'Crosses', '11')]","[('661', 'Touches', '571')]","[('18', 'Tackles', '26')]","[('14', 'Interceptions', '14')]","[('16', 'Aerials Won', '15')]","[('12', 'Clearances', '26')]","[('3', 'Offsides', '0')]","[('10', 'Goal Kicks', '6')]","[('30', 'Throw Ins', '25')]","[('71', 'Long Balls', '72')]"
"https://fbref.com/en/matches/5e1d2f7c/Botafogo-RJ-Avai-June-26-2017-Serie-A"">Match Report","[('11', 'Fouls', '10')]","[('17', 'Corners', '2')]","[('60', 'Crosses', '8')]","[('839', 'Touches', '455')]","[('12', 'Tackles', '18')]","[('20', 'Interceptions', '22')]","[('28', 'Aerials Won', '18')]","[('13', 'Clearances', '43')]","[('1', 'Offsides', '0')]","[('2', 'Goal Kicks', '18')]","[('32', 'Throw Ins', '19')]","[('45', 'Long Balls', '63')]","[('11', 'Fouls', '10')]","[('17', 'Corners', '2')]","[('60', 'Crosses', '8')]","[('839', 'Touches', '455')]","[('12', 'Tackles', '18')]","[('20', 'Interceptions', '22')]","[('28', 'Aerials Won', '18')]","[('13', 'Clearances', '43')]","[('1', 'Offsides', '0')]","[('2', 'Goal Kicks', '18')]","[('32', 'Throw Ins', '19')]","[('45', 'Long Balls', '63')]"
"https://fbref.com/en/matches/7d700b12/Sport-Recife-Atletico-Paranaense-July-2-2017-Serie-A"">Match Report","[('12', 'Fouls', '18')]","[('11', 'Corners', '4')]","[('38', 'Crosses', '13')]","[('668', 'Touches', '541')]","[('14', 'Tackles', '15')]","[('22', 'Interceptions', '7')]","[('15', 'Aerials Won', '13')]","[('14', 'Clearances', '38')]","[('0', 'Offsides', '2')]","[('3', 'Goal Kicks', '14')]","[('24', 'Throw Ins', '24')]","[('47', 'Long Balls', '50')]","[('12', 'Fouls', '18')]","[('11', 'Corners', '4')]","[('38', 'Crosses', '13')]","[('668', 'Touches', '541')]","[('14', 'Tackles', '15')]","[('22', 'Interceptions', '7')]","[('15', 'Aerials Won', '13')]","[('14', 'Clearances', '38')]","[('0', 'Offsides', '2')]","[('3', 'Goal Kicks', '14')]","[('24', 'Throw Ins', '24')]","[('47', 'Long Balls', '50')]"
"https://fbref.com/en/matches/308882ce/Vitoria-Bahia-July-2-2017-Serie-A"">Match Report","[('17', 'Fouls', '16')]","[('11', 'Corners', '5')]","[('36', 'Crosses', '18')]","[('651', 'Touches', '573')]","[('20', 'Tackles', '17')]","[('12', 'Interceptions', '14')]","[('23', 'Aerials Won', '15')]","[('7', 'Clearances', '47')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '14')]","[('18', 'Throw Ins', '14')]","[('60', 'Long Balls', '63')]","[('17', 'Fouls', '16')]","[('11', 'Corners', '5')]","[('36', 'Crosses', '18')]","[('651', 'Touches', '573')]","[('20', 'Tackles', '17')]","[('12', 'Interceptions', '14')]","[('23', 'Aerials Won', '15')]","[('7', 'Clearances', '47')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '14')]","[('18', 'Throw Ins', '14')]","[('60', 'Long Balls', '63')]"
"https://fbref.com/en/matches/b2893ba6/Coritiba-Vasco-da-Gama-July-2-2017-Serie-A"">Match Report","[('17', 'Fouls', '20')]","[('8', 'Corners', '5')]","[('22', 'Crosses', '19')]","[('612', 'Touches', '457')]","[('13', 'Tackles', '26')]","[('11', 'Interceptions', '12')]","[('11', 'Aerials Won', '15')]","[('16', 'Clearances', '37')]","[('2', 'Offsides', '1')]","[('10', 'Goal Kicks', '11')]","[('34', 'Throw Ins', '25')]","[('50', 'Long Balls', '61')]","[('17', 'Fouls', '20')]","[('8', 'Corners', '5')]","[('22', 'Crosses', '19')]","[('612', 'Touches', '457')]","[('13', 'Tackles', '26')]","[('11', 'Interceptions', '12')]","[('11', 'Aerials Won', '15')]","[('16', 'Clearances', '37')]","[('2', 'Offsides', '1')]","[('10', 'Goal Kicks', '11')]","[('34', 'Throw Ins', '25')]","[('50', 'Long Balls', '61')]"
"https://fbref.com/en/matches/30e15170/Classico-dos-Milhoes-Vasco-da-Gama-Flamengo-July-8-2017-Serie-A"">Match Report","[('23', 'Fouls', '15')]","[('6', 'Corners', '9')]","[('24', 'Crosses', '27')]","[('485', 'Touches', '630')]","[('16', 'Tackles', '11')]","[('16', 'Interceptions', '19')]","[('10', 'Aerials Won', '14')]","[('27', 'Clearances', '37')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '5')]","[('27', 'Throw Ins', '22')]","[('56', 'Long Balls', '50')]","[('23', 'Fouls', '15')]","[('6', 'Corners', '9')]","[('24', 'Crosses', '27')]","[('485', 'Touches', '630')]","[('16', 'Tackles', '11')]","[('16', 'Interceptions', '19')]","[('10', 'Aerials Won', '14')]","[('27', 'Clearances', '37')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '5')]","[('27', 'Throw Ins', '22')]","[('56', 'Long Balls', '50')]"
"https://fbref.com/en/matches/d1e655a5/Gremio-Avai-July-9-2017-Serie-A"">Match Report","[('9', 'Fouls', '17')]","[('11', 'Corners', '5')]","[('34', 'Crosses', '10')]","[('881', 'Touches', '450')]","[('22', 'Tackles', '20')]","[('9', 'Interceptions', '26')]","[('19', 'Aerials Won', '14')]","[('10', 'Clearances', '25')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '12')]","[('19', 'Throw Ins', '17')]","[('51', 'Long Balls', '48')]","[('9', 'Fouls', '17')]","[('11', 'Corners', '5')]","[('34', 'Crosses', '10')]","[('881', 'Touches', '450')]","[('22', 'Tackles', '20')]","[('9', 'Interceptions', '26')]","[('19', 'Aerials Won', '14')]","[('10', 'Clearances', '25')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '12')]","[('19', 'Throw Ins', '17')]","[('51', 'Long Balls', '48')]"
"https://fbref.com/en/matches/6ea0ee76/Santos-Sao-Paulo-July-9-2017-Serie-A"">Match Report","[('18', 'Fouls', '5')]","[('6', 'Corners', '2')]","[('15', 'Crosses', '19')]","[('631', 'Touches', '614')]","[('20', 'Tackles', '17')]","[('21', 'Interceptions', '14')]","[('13', 'Aerials Won', '8')]","[('24', 'Clearances', '16')]","[('0', 'Offsides', '2')]","[('11', 'Goal Kicks', '8')]","[('15', 'Throw Ins', '19')]","[('55', 'Long Balls', '38')]","[('18', 'Fouls', '5')]","[('6', 'Corners', '2')]","[('15', 'Crosses', '19')]","[('631', 'Touches', '614')]","[('20', 'Tackles', '17')]","[('21', 'Interceptions', '14')]","[('13', 'Aerials Won', '8')]","[('24', 'Clearances', '16')]","[('0', 'Offsides', '2')]","[('11', 'Goal Kicks', '8')]","[('15', 'Throw Ins', '19')]","[('55', 'Long Balls', '38')]"
